9,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebc,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,govern,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,ating,,,,,,,,,blasting,,,,,,,,,,,,carating,,,,,,,cidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,interi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,carating,,,,,,,,,cinc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prefeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,amarel,,,,,,apur,,,,,,,,,,,,,,,,,,,,,,,,,brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,correi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorn,,,,,,,,,,,,,,,,,,,,mg,,,,minist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saúd,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contr,,,,,,,,,,,descart,,,,,,,,diz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,guerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uol,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saúd,,secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,cidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorn,,,,,,,,,macac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preocup,,,,,,,,,,,,,,,,,,,,,reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,votuporang,,,,
16,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isto,,,,,,,,,,,,,,,,,,,,,,mg,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prov,,,,,,,,,,,,,,,registr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2ª,,,,,,,,,,,,,amarel,,,,,,,após,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,intensific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sp,,,,,,,,,,,,,,,,,,,,,vacin,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saúd,,secret,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,aft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,est,,,,,,,,febr,,,,,,,,,govern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,port,,,,,,,,,,,,,,,,,,,,,,rebanh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vacin,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebc,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,govern,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2ª,,,,,,,,,,,,,amarel,,,,,,,após,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,intensific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sp,,,,,,,,,,,,,,,,,,,,,vacin,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,açõ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,discut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oton,,,,,,,,,,,,,,,,,,,,,,prevenç,,,,,,,,,,,,,,,,,,,,,,,reun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,teófil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2ª,,,,,,,,,,,,,amarel,,,,,,,após,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,intensific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sp,,,,,,,,,,,,,,,,,,,,,vacin,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preocup,,,,,,,,,,,,,,,,,,,,,reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preocup,,,,,,,,,,,,,,,,,,,,,reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contr,,,,,,,,,,,descart,,,,,,,,diz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,guerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uol,,,,,,,,,,,,,,,,
27,2ª,,,,,,,,,,,,,amarel,,,,,,,após,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,intensific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sp,,,,,,,,,,,,,,,,,,,,,vacin,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,ampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,númer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,ating,,,,,,,,,blasting,,,,,,,,,,,,carating,,,,,,,cidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,interi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,macac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preocup,,,,,,,,,,,,,,,,,,,,,reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,ampl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,númer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,contr,,,,,,,,,,,descart,,,,,,,,diz,,,,,,,,,,,,,,,,,,,,,est,,,,,,,,febr,,,,,,,,,,,guerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,,,,oper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebc,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,govern,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,comérci,,,,,,,,,,,,,,,,,,,,,,,,diári,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,óbit
35,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,comun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,isto,,,,,,,,,,,,,,,,,,,,,,,,,,minist,,,,,,,,,,,,,,,,,,,,om,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sobr,,,,,surt,suspeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,cidad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jorn,,,,,,,,,macac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,preocup,,,,,,,,,,,,,,,,,,,,,reg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,votuporang,,,,
37,,,,,,,,,,,,,,amarel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cas,,,,,,,,,,,,,comérci,,,,,,,,,,,,,,,,,,,,,,,,diári,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,,,,,,,,,,,,,,,,,,,,investig,,,,,,,,,,,,,,,,,,,,,,,,,,,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,óbit
38,,,,,,,,,,,,,,,,ano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febr,,,,,,,,globocom,,,,,,hom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pret,,,,,,,,,,,,,,,,,,,,,,,,,,ribe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
